term,total_count,doc_count,doc_pct,action,reason
gravity,1,1,0.00,skip,"rare total<5, rare docs<3"
graz,1,1,0.00,skip,"rare total<5, rare docs<3"
great day,1,1,0.00,skip,"rare total<5, rare docs<3"
great dog,1,1,0.00,skip,"rare total<5, rare docs<3"
great hall,1,1,0.00,skip,"rare total<5, rare docs<3"
great height,1,1,0.00,skip,"rare total<5, rare docs<3"
great height school,1,1,0.00,skip,"rare total<5, rare docs<3"
great heron,1,1,0.00,skip,"rare total<5, rare docs<3"
great marketing,1,1,0.00,skip,"rare total<5, rare docs<3"
great mobile coverage,1,1,0.00,skip,"rare total<5, rare docs<3"
great son,1,1,0.00,skip,"rare total<5, rare docs<3"
great walk memory lane,1,1,0.00,skip,"rare total<5, rare docs<3"
greek,1,1,0.00,skip,"rare total<5, rare docs<3"
greenhouse,1,1,0.00,skip,"rare total<5, rare docs<3"
greeting,1,1,0.00,skip,"rare total<5, rare docs<3"
grenada,1,1,0.00,skip,"rare total<5, rare docs<3"
grief,1,1,0.00,skip,"rare total<5, rare docs<3"
grill grill,1,1,0.00,skip,"rare total<5, rare docs<3"
grinder,1,1,0.00,skip,"rare total<5, rare docs<3"
grocery bag,1,1,0.00,skip,"rare total<5, rare docs<3"
groovin,1,1,0.00,skip,"rare total<5, rare docs<3"
groton,1,1,0.00,skip,"rare total<5, rare docs<3"
groton ma,1,1,0.00,skip,"rare total<5, rare docs<3"
groundhog,1,1,0.00,skip,"rare total<5, rare docs<3"
grove,1,1,0.00,skip,"rare total<5, rare docs<3"
guide,1,1,0.00,skip,"rare total<5, rare docs<3"
guinea,1,1,0.00,skip,"rare total<5, rare docs<3"
gull,1,1,0.00,skip,"rare total<5, rare docs<3"
gurney,1,1,0.00,skip,"rare total<5, rare docs<3"
gut,1,1,0.00,skip,"rare total<5, rare docs<3"
gut yohr,1,1,0.00,skip,"rare total<5, rare docs<3"
gvapupnxjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gym equipment,1,1,0.00,skip,"rare total<5, rare docs<3"
gymnasium,1,1,0.00,skip,"rare total<5, rare docs<3, already in label list"
gymnastic mat,1,1,0.00,skip,"rare total<5, rare docs<3"
haight,1,1,0.00,skip,"rare total<5, rare docs<3"
hail hail hail hail hail hail hail hail hail hail hail hail hail hail hail hail hail hail hail hail hail,1,1,0.00,skip,"rare total<5, rare docs<3"
hair comb,1,1,0.00,skip,"rare total<5, rare docs<3"
hair extension,1,1,0.00,skip,"rare total<5, rare docs<3"
hair transplant,1,1,0.00,skip,"rare total<5, rare docs<3"
half moon,1,1,0.00,skip,"rare total<5, rare docs<3"
half pastry,1,1,0.00,skip,"rare total<5, rare docs<3"
halloween costume,1,1,0.00,skip,"rare total<5, rare docs<3"
halloween party,1,1,0.00,skip,"rare total<5, rare docs<3"
halloween sign,1,1,0.00,skip,"rare total<5, rare docs<3"
halloween statue,1,1,0.00,skip,"rare total<5, rare docs<3"
halloween theme,1,1,0.00,skip,"rare total<5, rare docs<3"
halloween yard,1,1,0.00,skip,"rare total<5, rare docs<3"
halo halo halo halo halo halo halo halo halo halo halo halo,1,1,0.00,skip,"rare total<5, rare docs<3"
han han han han han han han han han han han han han han han han han han han han han,1,1,0.00,skip,"rare total<5, rare docs<3"
hand model,1,1,0.00,skip,"rare total<5, rare docs<3"
hand straw,1,1,0.00,skip,"rare total<5, rare docs<3"
handgun,1,1,0.00,skip,"rare total<5, rare docs<3"
hanging,1,1,0.00,skip,"rare total<5, rare docs<3"
hangover,1,1,0.00,skip,"rare total<5, rare docs<3"
happy anniversary,1,1,0.00,skip,"rare total<5, rare docs<3"
happy birthday message,1,1,0.00,skip,"rare total<5, rare docs<3"
happy day,1,1,0.00,skip,"rare total<5, rare docs<3"
happy day cafe,1,1,0.00,skip,"rare total<5, rare docs<3"
happy joel,1,1,0.00,skip,"rare total<5, rare docs<3"
happy sukkot,1,1,0.00,skip,"rare total<5, rare docs<3"
happy time,1,1,0.00,skip,"rare total<5, rare docs<3"
hard wood floor,1,1,0.00,skip,"rare total<5, rare docs<3"
harpoon,1,1,0.00,skip,"rare total<5, rare docs<3"
harvest,1,1,0.00,skip,"rare total<5, rare docs<3"
haunted house,1,1,0.00,skip,"rare total<5, rare docs<3"
hay bale,1,1,0.00,skip,"rare total<5, rare docs<3"
haze,1,1,0.00,skip,"rare total<5, rare docs<3"
hcis1j8vjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
headband,1,1,0.00,skip,"rare total<5, rare docs<3"
headboard,1,1,0.00,skip,"rare total<5, rare docs<3"
healthy choice,1,1,0.00,skip,"rare total<5, rare docs<3"
hello,1,1,0.00,skip,"rare total<5, rare docs<3"
hello june gloom,1,1,0.00,skip,"rare total<5, rare docs<3"
hello kitty,1,1,0.00,skip,"rare total<5, rare docs<3"
helmet hanging,1,1,0.00,skip,"rare total<5, rare docs<3"
helmet riding,1,1,0.00,skip,"rare total<5, rare docs<3"
henri,1,1,0.00,skip,"rare total<5, rare docs<3"
heron,1,1,0.00,skip,"rare total<5, rare docs<3"
high,1,1,0.00,skip,"rare total<5, rare docs<3"
high elevation,1,1,0.00,skip,"rare total<5, rare docs<3"
high ground,1,1,0.00,skip,"rare total<5, rare docs<3"
hilton,1,1,0.00,skip,"rare total<5, rare docs<3"
hilton hotel,1,1,0.00,skip,"rare total<5, rare docs<3"
hit,1,1,0.00,skip,"rare total<5, rare docs<3"
hockey player,1,1,0.00,skip,"rare total<5, rare docs<3"
hockey uniform,1,1,0.00,skip,"rare total<5, rare docs<3"
holder,1,1,0.00,skip,"rare total<5, rare docs<3"
holiday,1,1,0.00,skip,"rare total<5, rare docs<3"
holiday inn,1,1,0.00,skip,"rare total<5, rare docs<3"
hollywood sign,1,1,0.00,skip,"rare total<5, rare docs<3"
hollywood studio,1,1,0.00,skip,"rare total<5, rare docs<3"
home aweigh,1,1,0.00,skip,"rare total<5, rare docs<3"
home depot,1,1,0.00,skip,"rare total<5, rare docs<3"
home sweet home,1,1,0.00,skip,"rare total<5, rare docs<3"
hong kong art,1,1,0.00,skip,"rare total<5, rare docs<3"
hong racecourse,1,1,0.00,skip,"rare total<5, rare docs<3"
hong s skyline,1,1,0.00,skip,"rare total<5, rare docs<3"
horse carriage,1,1,0.00,skip,"rare total<5, rare docs<3"
horse grazing,1,1,0.00,skip,"rare total<5, rare docs<3"
horse race,1,1,0.00,skip,"rare total<5, rare docs<3"
horse racing track,1,1,0.00,skip,"rare total<5, rare docs<3"
hos,1,1,0.00,skip,"rare total<5, rare docs<3"
hospital chair,1,1,0.00,skip,"rare total<5, rare docs<3"
hot caliente,1,1,0.00,skip,"rare total<5, rare docs<3"
hot chili sauce,1,1,0.00,skip,"rare total<5, rare docs<3"
hot cross bun,1,1,0.00,skip,"rare total<5, rare docs<3"
hot dog hot dog hot dog hot dog hot dog hot dog hot dog hot dog hot dog hot dog,1,1,0.00,skip,"rare total<5, rare docs<3"
hotel app,1,1,0.00,skip,"rare total<5, rare docs<3"
hotel building,1,1,0.00,skip,"rare total<5, rare docs<3"
hotel california,1,1,0.00,skip,"rare total<5, rare docs<3"
hotel transylvania,1,1,0.00,skip,"rare total<5, rare docs<3"
hour concert,1,1,0.00,skip,"rare total<5, rare docs<3"
house people,1,1,0.00,skip,"rare total<5, rare docs<3"
hovercraft,1,1,0.00,skip,"rare total<5, rare docs<3"
hsqoapndjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
http//buffly/1fuuxfa,1,1,0.00,skip,"rare total<5, rare docs<3"
https//wwwbermaramacom/cameoshtml,1,1,0.00,skip,"rare total<5, rare docs<3"
https//wwwbermaramacom/finally-birding-againhtml,1,1,0.00,skip,"rare total<5, rare docs<3"
https//wwwyachtingmagazinecom/way-its-supposed-be-wn-ragland,1,1,0.00,skip,"rare total<5, rare docs<3"
hubble,1,1,0.00,skip,"rare total<5, rare docs<3"
huge hit,1,1,0.00,skip,"rare total<5, rare docs<3"
hull,1,1,0.00,skip,"rare total<5, rare docs<3"
human,1,1,0.00,skip,"rare total<5, rare docs<3"
humblebrag,1,1,0.00,skip,"rare total<5, rare docs<3"
humblebrag ride,1,1,0.00,skip,"rare total<5, rare docs<3"
hummer,1,1,0.00,skip,"rare total<5, rare docs<3"
hump,1,1,0.00,skip,"rare total<5, rare docs<3"
hump day,1,1,0.00,skip,"rare total<5, rare docs<3"
hundred,1,1,0.00,skip,"rare total<5, rare docs<3"
hungry hungry dolphin,1,1,0.00,skip,"rare total<5, rare docs<3"
hunter,1,1,0.00,skip,"rare total<5, rare docs<3"
hunter service,1,1,0.00,skip,"rare total<5, rare docs<3"
hybrid,1,1,0.00,skip,"rare total<5, rare docs<3"
hybrid hybrid,1,1,0.00,skip,"rare total<5, rare docs<3"
ic8hulgsjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
ice t shirt,1,1,0.00,skip,"rare total<5, rare docs<3"
iced coffee,1,1,0.00,skip,"rare total<5, rare docs<3"
iced drink,1,1,0.00,skip,"rare total<5, rare docs<3"
iceland,1,1,0.00,skip,"rare total<5, rare docs<3"
idea,1,1,0.00,skip,"rare total<5, rare docs<3"
illegal firework,1,1,0.00,skip,"rare total<5, rare docs<3"
imenlik,1,1,0.00,skip,"rare total<5, rare docs<3"
imenlik castle,1,1,0.00,skip,"rare total<5, rare docs<3"
img 0701 11827478095 o-editedjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
img 0942 11827452825 o-editedjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
imitationr,1,1,0.00,skip,"rare total<5, rare docs<3"
impressive,1,1,0.00,skip,"rare total<5, rare docs<3"
inauguration,1,1,0.00,skip,"rare total<5, rare docs<3"
inch,1,1,0.00,skip,"rare total<5, rare docs<3"
indian,1,1,0.00,skip,"rare total<5, rare docs<3"
indian ocean,1,1,0.00,skip,"rare total<5, rare docs<3"
indiana,1,1,0.00,skip,"rare total<5, rare docs<3"
indoor,1,1,0.00,skip,"rare total<5, rare docs<3, already in label list"
indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor indoor,1,1,0.00,skip,"rare total<5, rare docs<3"
indoor pool,1,1,0.00,skip,"rare total<5, rare docs<3"
indoor swimming pool,1,1,0.00,skip,"rare total<5, rare docs<3"
infl,1,1,0.00,skip,"rare total<5, rare docs<3"
inflatable,1,1,0.00,skip,"rare total<5, rare docs<3"
inflatable boat,1,1,0.00,skip,"rare total<5, rare docs<3"
inflatable slide,1,1,0.00,skip,"rare total<5, rare docs<3"
influence,1,1,0.00,skip,"rare total<5, rare docs<3"
infrastructure,1,1,0.00,skip,"rare total<5, rare docs<3"
ingredient,1,1,0.00,skip,"rare total<5, rare docs<3"
input,1,1,0.00,skip,"rare total<5, rare docs<3"
inshot 20171214 091902784mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
insta,1,1,0.00,skip,"rare total<5, rare docs<3"
instagram,1,1,0.00,skip,"rare total<5, rare docs<3"
instruction,1,1,0.00,skip,"rare total<5, rare docs<3"
interesting bit,1,1,0.00,skip,"rare total<5, rare docs<3"
interesting people,1,1,0.00,skip,"rare total<5, rare docs<3"
internet,1,1,0.00,skip,"rare total<5, rare docs<3"
intricate carving,1,1,0.00,skip,"rare total<5, rare docs<3"
ipqgp74kjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
iran,1,1,0.00,skip,"rare total<5, rare docs<3"
irish,1,1,0.00,skip,"rare total<5, rare docs<3"
irish moss,1,1,0.00,skip,"rare total<5, rare docs<3"
isaac,1,1,0.00,skip,"rare total<5, rare docs<3"
ise,1,1,0.00,skip,"rare total<5, rare docs<3"
israeli,1,1,0.00,skip,"rare total<5, rare docs<3"
israeli national museum,1,1,0.00,skip,"rare total<5, rare docs<3"
istanbul,1,1,0.00,skip,"rare total<5, rare docs<3"
italian festival,1,1,0.00,skip,"rare total<5, rare docs<3"
jacquelyn,1,1,0.00,skip,"rare total<5, rare docs<3"
jade,1,1,0.00,skip,"rare total<5, rare docs<3"
jade bea,1,1,0.00,skip,"rare total<5, rare docs<3"
jade stone,1,1,0.00,skip,"rare total<5, rare docs<3"
jail cell,1,1,0.00,skip,"rare total<5, rare docs<3"
japanese chef,1,1,0.00,skip,"rare total<5, rare docs<3"
jazz,1,1,0.00,skip,"rare total<5, rare docs<3"
jedi costum,1,1,0.00,skip,"rare total<5, rare docs<3"
jellyfish swimming,1,1,0.00,skip,"rare total<5, rare docs<3"
jenga,1,1,0.00,skip,"rare total<5, rare docs<3"
jeno,1,1,0.00,skip,"rare total<5, rare docs<3"
jeno pork breast fill,1,1,0.00,skip,"rare total<5, rare docs<3"
jet boat,1,1,0.00,skip,"rare total<5, rare docs<3"
jet engine,1,1,0.00,skip,"rare total<5, rare docs<3"
jet plane,1,1,0.00,skip,"rare total<5, rare docs<3"
jetty,1,1,0.00,skip,"rare total<5, rare docs<3"
jewish jewish jewish film festival,1,1,0.00,skip,"rare total<5, rare docs<3"
jewish way,1,1,0.00,skip,"rare total<5, rare docs<3"
jifemdghjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
jim,1,1,0.00,skip,"rare total<5, rare docs<3"
jljmara,1,1,0.00,skip,"rare total<5, rare docs<3"
john,1,1,0.00,skip,"rare total<5, rare docs<3"
johnson,1,1,0.00,skip,"rare total<5, rare docs<3"
journey,1,1,0.00,skip,"rare total<5, rare docs<3"
jsek5czejpg,1,1,0.00,skip,"rare total<5, rare docs<3"
jsnfw9szjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
juneau,1,1,0.00,skip,"rare total<5, rare docs<3"
jungle,1,1,0.00,skip,"rare total<5, rare docs<3"
jurassic,1,1,0.00,skip,"rare total<5, rare docs<3"
jurassic world screenshote screenshote,1,1,0.00,skip,"rare total<5, rare docs<3"
kale,1,1,0.00,skip,"rare total<5, rare docs<3"
kanye,1,1,0.00,skip,"rare total<5, rare docs<3"
kaohit,1,1,0.00,skip,"rare total<5, rare docs<3"
karate move,1,1,0.00,skip,"rare total<5, rare docs<3"
karate outfit pointing,1,1,0.00,skip,"rare total<5, rare docs<3"
karate pose,1,1,0.00,skip,"rare total<5, rare docs<3"
karate suit,1,1,0.00,skip,"rare total<5, rare docs<3"
kart,1,1,0.00,skip,"rare total<5, rare docs<3"
kart car,1,1,0.00,skip,"rare total<5, rare docs<3"
karuni kale,1,1,0.00,skip,"rare total<5, rare docs<3"
kauai,1,1,0.00,skip,"rare total<5, rare docs<3"
kayak pad pada,1,1,0.00,skip,"rare total<5, rare docs<3"
kayak pad paddling,1,1,0.00,skip,"rare total<5, rare docs<3"
kayak pada,1,1,0.00,skip,"rare total<5, rare docs<3"
kayakle,1,1,0.00,skip,"rare total<5, rare docs<3"
kea,1,1,0.00,skip,"rare total<5, rare docs<3"
keg horse sculpture,1,1,0.00,skip,"rare total<5, rare docs<3"
ketch,1,1,0.00,skip,"rare total<5, rare docs<3"
ketche,1,1,0.00,skip,"rare total<5, rare docs<3"
ketchikan,1,1,0.00,skip,"rare total<5, rare docs<3"
kettle,1,1,0.00,skip,"rare total<5, rare docs<3"
key lock,1,1,0.00,skip,"rare total<5, rare docs<3"
keychain,1,1,0.00,skip,"rare total<5, rare docs<3"
kfixh90xjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
khar,1,1,0.00,skip,"rare total<5, rare docs<3"
kick,1,1,0.00,skip,"rare total<5, rare docs<3"
kiev,1,1,0.00,skip,"rare total<5, rare docs<3"
kil,1,1,0.00,skip,"rare total<5, rare docs<3"
kilowatt,1,1,0.00,skip,"rare total<5, rare docs<3"
kilowatt power supply,1,1,0.00,skip,"rare total<5, rare docs<3"
kim,1,1,0.00,skip,"rare total<5, rare docs<3"
kimbao,1,1,0.00,skip,"rare total<5, rare docs<3"
kimono suit,1,1,0.00,skip,"rare total<5, rare docs<3"
kimonog,1,1,0.00,skip,"rare total<5, rare docs<3"
kindle,1,1,0.00,skip,"rare total<5, rare docs<3"
kindle cover,1,1,0.00,skip,"rare total<5, rare docs<3"
kinetic weapon,1,1,0.00,skip,"rare total<5, rare docs<3"
kingdom,1,1,0.00,skip,"rare total<5, rare docs<3"
kitchen island,1,1,0.00,skip,"rare total<5, rare docs<3"
kitchen pizza,1,1,0.00,skip,"rare total<5, rare docs<3"
kitchen table,1,1,0.00,skip,"rare total<5, rare docs<3"
kitchen ut,1,1,0.00,skip,"rare total<5, rare docs<3"
kitchenware,1,1,0.00,skip,"rare total<5, rare docs<3"
kitty,1,1,0.00,skip,"rare total<5, rare docs<3"
kiwiland,1,1,0.00,skip,"rare total<5, rare docs<3"
knee bracet,1,1,0.00,skip,"rare total<5, rare docs<3"
ko lighting,1,1,0.00,skip,"rare total<5, rare docs<3"
koalan,1,1,0.00,skip,"rare total<5, rare docs<3"
koi,1,1,0.00,skip,"rare total<5, rare docs<3"
kona,1,1,0.00,skip,"rare total<5, rare docs<3"
kqzkrsimjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
kremp,1,1,0.00,skip,"rare total<5, rare docs<3"
krka,1,1,0.00,skip,"rare total<5, rare docs<3"
kx4lrpohjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
la rio,1,1,0.00,skip,"rare total<5, rare docs<3"
la spezia florence,1,1,0.00,skip,"rare total<5, rare docs<3"
la style,1,1,0.00,skip,"rare total<5, rare docs<3"
labor,1,1,0.00,skip,"rare total<5, rare docs<3"
labor day,1,1,0.00,skip,"rare total<5, rare docs<3"
lace,1,1,0.00,skip,"rare total<5, rare docs<3"
lady,1,1,0.00,skip,"rare total<5, rare docs<3"
lady person,1,1,0.00,skip,"rare total<5, rare docs<3"
lake champal,1,1,0.00,skip,"rare total<5, rare docs<3"
laker,1,1,0.00,skip,"rare total<5, rare docs<3"
laker jersey,1,1,0.00,skip,"rare total<5, rare docs<3"
lakeville,1,1,0.00,skip,"rare total<5, rare docs<3"
lamb,1,1,0.00,skip,"rare total<5, rare docs<3"
lamb car,1,1,0.00,skip,"rare total<5, rare docs<3"
land,1,1,0.00,skip,"rare total<5, rare docs<3"
landing,1,1,0.00,skip,"rare total<5, rare docs<3"
lane,1,1,0.00,skip,"rare total<5, rare docs<3"
language,1,1,0.00,skip,"rare total<5, rare docs<3"
lantern,1,1,0.00,skip,"rare total<5, rare docs<3"
laptop screen,1,1,0.00,skip,"rare total<5, rare docs<3"
larry ellison island,1,1,0.00,skip,"rare total<5, rare docs<3"
las hotel,1,1,0.00,skip,"rare total<5, rare docs<3"
las las las las las las las las las las las las las las las,1,1,0.00,skip,"rare total<5, rare docs<3"
las las las las las las las las las las las las las las las las las las,1,1,0.00,skip,"rare total<5, rare docs<3"
late owner,1,1,0.00,skip,"rare total<5, rare docs<3"
latte,1,1,0.00,skip,"rare total<5, rare docs<3"
launch,1,1,0.00,skip,"rare total<5, rare docs<3"
launch event,1,1,0.00,skip,"rare total<5, rare docs<3"
laundry basket,1,1,0.00,skip,"rare total<5, rare docs<3"
laundry room,1,1,0.00,skip,"rare total<5, rare docs<3"
laurel,1,1,0.00,skip,"rare total<5, rare docs<3"
lava,1,1,0.00,skip,"rare total<5, rare docs<3"
lawn chair,1,1,0.00,skip,"rare total<5, rare docs<3"
lawn mower,1,1,0.00,skip,"rare total<5, rare docs<3"
lax,1,1,0.00,skip,"rare total<5, rare docs<3"
layer,1,1,0.00,skip,"rare total<5, rare docs<3"
laying,1,1,0.00,skip,"rare total<5, rare docs<3"
lazy lazy water park,1,1,0.00,skip,"rare total<5, rare docs<3"
lazy s,1,1,0.00,skip,"rare total<5, rare docs<3"
lbs,1,1,0.00,skip,"rare total<5, rare docs<3"
ld slice,1,1,0.00,skip,"rare total<5, rare docs<3"
leafy tree,1,1,0.00,skip,"rare total<5, rare docs<3"
leather band,1,1,0.00,skip,"rare total<5, rare docs<3"
leather jacket,1,1,0.00,skip,"rare total<5, rare docs<3"
leather seat,1,1,0.00,skip,"rare total<5, rare docs<3"
legend,1,1,0.00,skip,"rare total<5, rare docs<3"
lego airplane,1,1,0.00,skip,"rare total<5, rare docs<3"
lego book,1,1,0.00,skip,"rare total<5, rare docs<3"
lego box,1,1,0.00,skip,"rare total<5, rare docs<3"
lego car,1,1,0.00,skip,"rare total<5, rare docs<3"
lego chair,1,1,0.00,skip,"rare total<5, rare docs<3"
lego classic brick box,1,1,0.00,skip,"rare total<5, rare docs<3"
lego man,1,1,0.00,skip,"rare total<5, rare docs<3"
lego movie poster,1,1,0.00,skip,"rare total<5, rare docs<3"
lego robot,1,1,0.00,skip,"rare total<5, rare docs<3"
lego toy,1,1,0.00,skip,"rare total<5, rare docs<3"
lemon tree,1,1,0.00,skip,"rare total<5, rare docs<3"
leopard print skirt,1,1,0.00,skip,"rare total<5, rare docs<3"
lesson,1,1,0.00,skip,"rare total<5, rare docs<3, already in label list"
lettering,1,1,0.00,skip,"rare total<5, rare docs<3"
liar,1,1,0.00,skip,"rare total<5, rare docs<3"
liberia,1,1,0.00,skip,"rare total<5, rare docs<3"
liberty,1,1,0.00,skip,"rare total<5, rare docs<3"
lieb,1,1,0.00,skip,"rare total<5, rare docs<3"
life vest,1,1,0.00,skip,"rare total<5, rare docs<3"
lift,1,1,0.00,skip,"rare total<5, rare docs<3"
lighting,1,1,0.00,skip,"rare total<5, rare docs<3"
lillie,1,1,0.00,skip,"rare total<5, rare docs<3"
lily,1,1,0.00,skip,"rare total<5, rare docs<3"
limb,1,1,0.00,skip,"rare total<5, rare docs<3"
line graph,1,1,0.00,skip,"rare total<5, rare docs<3"
lion statue,1,1,0.00,skip,"rare total<5, rare docs<3"
lionfish,1,1,0.00,skip,"rare total<5, rare docs<3"
lionfish swim,1,1,0.00,skip,"rare total<5, rare docs<3"
lip,1,1,0.00,skip,"rare total<5, rare docs<3"
lisa lieb,1,1,0.00,skip,"rare total<5, rare docs<3"
lisa loeb concert,1,1,0.00,skip,"rare total<5, rare docs<3"
lit candle,1,1,0.00,skip,"rare total<5, rare docs<3"
live camera,1,1,0.00,skip,"rare total<5, rare docs<3"
liver,1,1,0.00,skip,"rare total<5, rare docs<3"
lk6jhszwjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
lm02ojv7jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
lo candy,1,1,0.00,skip,"rare total<5, rare docs<3"
loaf,1,1,0.00,skip,"rare total<5, rare docs<3"
lobster omlette,1,1,0.00,skip,"rare total<5, rare docs<3"
lobster tail,1,1,0.00,skip,"rare total<5, rare docs<3"
local cooling,1,1,0.00,skip,"rare total<5, rare docs<3"
local warming,1,1,0.00,skip,"rare total<5, rare docs<3"
loeb,1,1,0.00,skip,"rare total<5, rare docs<3"
long concrete wall,1,1,0.00,skip,"rare total<5, rare docs<3"
long corridor,1,1,0.00,skip,"rare total<5, rare docs<3"
long escala,1,1,0.00,skip,"rare total<5, rare docs<3"
long narrow hallway,1,1,0.00,skip,"rare total<5, rare docs<3"
long neck,1,1,0.00,skip,"rare total<5, rare docs<3"
long row,1,1,0.00,skip,"rare total<5, rare docs<3"
long sidewalk,1,1,0.00,skip,"rare total<5, rare docs<3"
long stone wall,1,1,0.00,skip,"rare total<5, rare docs<3"
long table,1,1,0.00,skip,"rare total<5, rare docs<3"
long tail,1,1,0.00,skip,"rare total<5, rare docs<3"
